date,id,username,content,likes,rts,views
2023-04-02 01:21:58+00:00,1642336538540273666,bactiman63,#Chile report on stranded marine animals dead due to #avianinfluenza situation https://t.co/4aXWlm1rBQ,1,1,275.0
2023-04-02 01:21:19+00:00,1642336374291349506,isabelI96103954,"#CHILE 🇨🇱⁉️LA ONU DIRIGE CHILE🤡🤡
#RECHAZO https://t.co/ssP90KZF6L",0,0,6.0
2023-04-02 01:20:44+00:00,1642336228585373700,DcolorRuth,@leticiamasoneti Serán los #ConejosPiromanos ???....así dijo un ministro por los incendios en #Chile https://t.co/s1eB7NDmte,1,1,53.0
2023-04-02 01:20:31+00:00,1642336171589095425,ChileAlertaApp,"Aviso sismico
#Sismo detectado en la region de #OHiggins.
[POST SUJETO A ERRORES]
#temblor #earthquake #Chile  
id:73jjee",7,3,1419.0
2023-04-02 01:19:34+00:00,1642335933159600128,GustavoBC_,Buenas noticias para San Gregorio y #Magallanes. #Chile #puq 👇 👇 https://t.co/2vF5EbvbbR,0,0,124.0
2023-04-02 01:14:39+00:00,1642334698050396161,RobertSalvatie,"@ACambiarlos 🤦🇨🇱🤷‍♂️...
Así es #Chile y su maravillosa #DerechaMiserableyCorrupta https://t.co/FPpPvVCx01",0,0,5.0
2023-04-02 01:14:20+00:00,1642334616517222401,RRHHchile,"Todo el proceso de selección de personal para su empresa orientados en sus necesidades

https://t.co/Y3gF8UDqH4

#linkconsultora 
#pyme #emprededores #emprende #asesoria #servicios #pymechile #emprendedoras #emprendimiento #recursoshumanos #remuneraciones 
#Chile https://t.co/slUuzdlBRg",0,0,3.0
2023-04-02 01:10:21+00:00,1642333614246436864,RRHHchile,"10 años prestando servicios a Empresas a lo largo de todo Chile.

#linkconsultora 
#pyme #emprededores #emprende #asesoria #servicios #pymechile #emprendedoras #emprendimiento #asesores #recursoshumanos #remuneraciones 
#Chile https://t.co/ggdDBACFzu",0,0,4.0
2023-04-02 01:06:56+00:00,1642332753533304832,RepFederalChile,#Latam #Chile #Uruguay https://t.co/q2A4QFxcZq,0,0,118.0
2023-04-02 01:06:38+00:00,1642332681445703683,golydeportes,"TODOS LOS GOLES ⚽⚽
#Brasil 3 #Chile 0
📌 #SudamericanoSub17 
📺 #Dexary 
🎤 @BrunoPinerosaga 
🎙️ @NDEtchegoyen @SandraCelinaR https://t.co/PaigTDtSiP",4,3,797.0
2023-04-02 01:06:34+00:00,1642332660990189574,RadioFmDance,((Lo Mas Leído)) #Radiofm #Noticias #Espectaculos #Dj #Chile #argentina #peru #mexico #colombia 10 ideas creativas para entretener a tus hijos en un vuelo largo https://t.co/bq4fYqbLf1,0,0,11.0
2023-04-02 01:06:22+00:00,1642332611472240641,telesforo0,No es #palestina es #chile donde un #policia golpea con una macana a un niño de 10 años directamente en la cabeza…las policias del mundo estan descontroladas …ellos tampoco quieren perder sus privilegios de perros fieles #Carabineros #acab #pacosculiaos  https://t.co/3T8mH8IVHs,0,0,44.0
2023-04-02 01:02:18+00:00,1642331590670835712,Fernand70832131,"https://t.co/uJ6cSgswX7

#Chile #Cartagena #EstacionCentral #Rancagua",0,0,227.0
2023-04-02 01:00:21+00:00,1642331096267345920,epnotichile,Solicitan la creación de memorial en el lugar del incendio de la Bodega Kayser #chile https://t.co/QdKjiy4TWa,0,0,16.0
2023-04-02 01:00:01+00:00,1642331014612623364,productoresUY,"🔴Corrupción en Uruguay 
&lt; 🌐#LibertadDeExpresión 📺#Prensa #Brasil #Argentina #Ecuador #Perú #Uruguay #Mexico #Chile #Venezuela #Bolivia #Colombia",0,0,116.0
2023-04-02 00:57:09+00:00,1642330292340883460,pasionporlosdep,"🏀🇪🇸😕 En su día de aniversario, los hispanos fueron ampliamente superados en su salida al sur del país

@espanoldetalca 
#PasiónPorLosDeportes #Chile #Maule #Talca
 https://t.co/dIIg55H2dD",1,0,134.0
2023-04-02 00:55:04+00:00,1642329767746711552,RadioFmDance,((Lo Mas Leído)) #Radiofm #Noticias #Espectaculos #Dj #Chile #argentina #peru #mexico #colombia Cómo conseguir vidas en Candy Crush Saga https://t.co/dkuwxOTkBn,0,0,15.0
2023-04-02 00:53:33+00:00,1642329387285504000,ELSAPOSOSA,"TODAS LAS DICTADURAS y GOBIERNOS COMUNISTAS DE LATAM VAN A CAER ‼️
TODAS ‼️
#Cuba
#Venezuela
#Nicaragua
#Bolivia
#Argentina
#Chile
En algunos países se dará lo inevitable. Derramamiento de sangre. De patriotas y de quienes se negarán a dejar el poder.",1,0,32.0
2023-04-02 00:52:39+00:00,1642329159971086337,Manuel_PereiraG,"Me homologaron hoy el pago del pasaporte en el nuevo sistema del #SAIME para que se revisen los interesados. Por otro lado, seguimos sin citas en #Chile https://t.co/0AzSNVWyDX",8,1,1599.0
2023-04-02 00:51:46+00:00,1642328936083275777,radio580nic,"#Chile La fiscal de Alta Complejidad Centro Norte, citó a declarar al exmandatario Sebastián Piñera en calidad de imputado en la investigación de las violaciones de los #DDHH (por causa de lesa humanidad) durante el estallido social de 2019, reportaron La Tercera. #La580 https://t.co/0jobqnOGh7",0,0,22.0
2023-04-02 00:46:49+00:00,1642327690366668804,aflamingrose,"Por eso nadie cree en ustedes, paramos nuestro auto para hacerlos parar y no fueron capaz de por lo menos ir a ver. Ineficientes en cosas tan básicas como ir a auxiliar, siendo que la niña estaba desesperada porque tenía un hijo menor y él le quitó los lentes y celular. #chile",0,0,13.0
2023-04-02 00:45:28+00:00,1642327354184695811,s_vitalia,Woooow viene @AlejandroSanz a #chile… Amoooo❤️ y que me sigue RE AMOOOOOOOOOO❤️‍🔥❤️‍🔥❤️‍🔥(Lo iré a ver) https://t.co/skxMbnQj4i,9,1,286.0
2023-04-02 00:45:18+00:00,1642327311335792646,aflamingrose,@carabchile Nadie cree en su institución por qué no son capaces de actuar en situaciones urgentes. Hoy detrás del cugat en San Fernando hubo una escena de violencia en pololeo si se puede llamar así. Sigue el hilo #chile #SeguridadCiudadana #sanfernando #Carabineros @MinMujeryEG,0,0,22.0
2023-04-02 00:45:08+00:00,1642327269531176961,clsismos,"[21:08] Sismo a 29 km al sur de Ollagüe, magnitud: 3.2, profundidad: 148 km #sismos #temblor #chile",1,0,187.0
2023-04-02 00:41:50+00:00,1642326436919881734,VictorSJMaipo,"#Chile
01 de Abril
 El cambio de horario continental que más odio "" el del invierno"" 
Mañana todos ¿Que hora es?
Acuérdate!! Atrasa tu reloj 1 hora https://t.co/BnlcMwxf5U",0,0,54.0
2023-04-02 00:39:59+00:00,1642325974413987840,AsociaMIRAChile,"¡Estimados! 
Recordarles el cambio de hora que es hoy a las 12:00 de la noche es decir, a media noche debemos atrasar a las 11 p.m nuestros relojes ⏰🔄

#CambioDeHora 
#Chile https://t.co/9BcVtXV2pq",5,2,382.0
2023-04-02 00:39:28+00:00,1642325840951144448,Yoongi__cl,"#방탄소년단 #남준 #석진 #윤기 #호석 #지민 #태형 #정국 #BTS #BANGTAN  #HYBELABELS #BIGHIT #HYBE  #ARMY #CHILE #KPOP

Min Connie 🍊",0,0,75.0
2023-04-02 00:38:18+00:00,1642325549052841985,CONMEBOL,"Reveja os melhores momentos de @CBF_Futebol 3-0 @LaRoja, pela segunda rodada do Grupo A da CONMEBOL #Sub17.  ◀️👀

¡Revive los mejores momentos de #Brasil 3-0 #Chile, por la segunda fecha del Grupo A de la CONMEBOL #Sub17! 🎥 https://t.co/HE84ijkjuA",24,6,13508.0
2023-04-02 00:36:46+00:00,1642325163147493378,rubengarcia,#CambioClimatico #Chile https://t.co/4r8IMI54fw,0,0,10.0
2023-04-02 00:36:18+00:00,1642325044238876675,joseluispmcl,chile_sismos: Sismo: Fecha: 21:08 01/04/23 Lugar: 29 km al S de Ollagüe Profundidad: 148 km Magnitud: 3.2  🔗 https://t.co/gbv1UaX12Y #chile #sismos https://t.co/GdLAQlLAxZ,0,0,12.0
2023-04-02 00:36:17+00:00,1642325042636652544,joseluispmcl,chile_sismos: Sismo: Fecha: 20:32 01/04/23 Lugar: 50 km al S de Pica Profundidad: 103 km Magnitud: 3.0  🔗 https://t.co/lvdO2rQiAG #chile #sismos https://t.co/548YHfGrsC,0,0,11.0
2023-04-02 00:35:07+00:00,1642324746418237440,RadioFmDance,((Lo Mas Leído)) #Radiofm #Noticias #Espectaculos #Dj #Chile #argentina #peru #mexico #colombia Descubre los 10 monumentos espectaculares que debes visitar en África https://t.co/nntz30vhhg,0,0,15.0
2023-04-02 00:35:00+00:00,1642324718794555395,Merex_ok,"🇧🇷Kauã Elias en el Sudamericano Sub-17:
⚽️⚽️DOBLETE ante #Ecuador
⚽️⚽️DOBLETE contra #Chile 
💎17 años para el jugador de #Fluminense https://t.co/eGXsxp9oMJ",2,1,440.0
2023-04-02 00:34:50+00:00,1642324678680227843,PropSolOriente,"Depto Arriendo SIN MUEBLES Cerro San Roque/Navio San Martín de 3 dormitorios 2 baños $490.000 Gasto Común aparte (Estacionamiento se arrienda por separado a $50.000) piso 8 Celular📱(9)5218-3620 #valparaiso #chile

#Osorno Jiles Pinochet Pancho Malo Ronald Fuentes Giorgio Boric https://t.co/x7PFygj9V1",0,0,1349.0
2023-04-02 00:34:40+00:00,1642324632857370624,chilepaisdememe,#memeschile #memeslatinos #humor #darkhumor #chile https://t.co/1uy7zgdLwh,1,0,86.0
2023-04-02 00:33:35+00:00,1642324362513600512,chile_sismos,Sismo: Fecha: 21:08 01/04/23 Lugar: 29 km al S de Ollagüe Profundidad: 148 km Magnitud: 3.2  🔗 https://t.co/kiQal6Sg7A #chile #sismos https://t.co/hWcBhIjj2O,2,0,341.0
2023-04-02 00:33:12+00:00,1642324267168563200,BTS__CL,"#방탄소년단 #남준 #석진 #윤기 #호석 #지민 #태형 #정국 #BTS #BANGTAN  #HYBELABELS #BIGHIT #HYBE  #ARMY #CHILE #KPOP

Yuki🐹",0,0,295.0
2023-04-02 00:33:00+00:00,1642324216245526528,bienesonline,#Chile Agricola en Venta en Palena https://t.co/hPfZdqA4Ns https://t.co/CQUYtPmomS,0,0,7.0
2023-04-02 00:30:19+00:00,1642323541147238400,meteoredcl,"🤔 ¿Cómo estará el #TiempoAtmosférico en #Chile 🇨🇱, mañana #domingo #02DeAbril?

👉 #Pronóstico actualizado para tu ciudad: https://t.co/K4O2XyD2vu

📰 Sección de noticias: https://t.co/5yK5RkmgP7 https://t.co/lhwmMrnWcd",10,7,1909.0
2023-04-02 00:30:11+00:00,1642323506443501568,apuntesyviajes,"Barrio Puerto, Valparaíso https://t.co/LFJSvSTYFT #ApuntesyViajes 🧳🌎 #Valparaíso #Chile 🚎🇨🇱 https://t.co/YYIDnQZ4wS",22,1,642.0
2023-04-02 00:28:37+00:00,1642323113932201984,RadioFmDance,((Lo Mas Leído)) #Radiofm #Noticias #Espectaculos #Dj #Chile #argentina #peru #mexico #colombia ¿Extraviaste tus maletas en el aeropuerto? – Descubre qué hacer https://t.co/xanQlFALNo,0,0,13.0
2023-04-02 00:28:12+00:00,1642323006390149121,RadioFmDance,((Lo Mas Leído)) #Radiofm #Noticias #Espectaculos #Dj #Chile #argentina #peru #mexico #colombia Consejos para aprovechar el verano sin arruinar tu bolsillo https://t.co/PaBE6LWUbc,0,0,9.0
2023-04-02 00:27:53+00:00,1642322926266458118,gaete_franci,"Esto es gravisimo... 

Apareció el Fascismo. 
#Chile",1,0,37.0
2023-04-02 00:23:12+00:00,1642321749453963264,patton_cascadia,"#EarthquakeReport for #OTD in 2014 M8.2 &amp; M7.7 #Earthquake #Terremoto #Sismo offshore of northern #Chile

generated a trans-pacific #Tsunami
in part of subduction zone that may host events similar to 1960 M9.5 (e.g., 3.8ka paleotsunami)

read more here
https://t.co/14WSdAHsyg https://t.co/u7SiaBusya",41,11,7833.0
2023-04-02 00:21:30+00:00,1642321319323660289,gonzalote,"Capturing these images brings together the essence of this dramatic and powerful terrain. Whether it be through the lens of a camera or with one's own eyes, the beauty of nature's elements remains eternal. #nature #chile https://t.co/NxZEcggXxD",1,0,51.0
2023-04-02 00:21:21+00:00,1642321284771061761,KARINAEO,#playa #cobquecura fin de semana #Chile #loberia https://t.co/ePjfOgYWFE,1,0,40.0
2023-04-02 00:20:41+00:00,1642321116331950082,jdkellyg,"#SudamericanoSub17
Fútbol Masculino.
#Ecuador 2023. 

#Brasil  3 - 0  #Chile

https://t.co/eSD2Wf77z5",0,0,29.0
2023-04-02 00:20:13+00:00,1642320996412555273,Claudia47821919,Nothing good comes out of #communism. That's why so many Venezuelans are escaping their homeland to commit crimes in countries e.g. #Chile . While Colombian Narcos have contaminated society. Never in the history of Chile people felt unsafe to go out.,0,0,5.0
2023-04-02 00:19:56+00:00,1642320928620126212,Nine943650867,"Y....? 
A lo Valientes
#Chile rompe la Burbuja?
🎯👇",3,1,49.0
2023-04-02 00:19:40+00:00,1642320858331987970,jdkellyg,"#SudamericanoSub17
Fútbol Masculino.
#Ecuador 2023. 

#Brasil  3 - 0  #Chile https://t.co/KCvWHOksex",0,0,30.0
2023-04-02 00:19:29+00:00,1642320815243898886,AreaMetroValpo,"😴Recuerde vecin@s en un rato más modificar la hora, podrá dormir una hora más. #GranValparaiso #Chile https://t.co/6v7XKuiZcc",0,0,87.0
2023-04-02 00:18:01+00:00,1642320444391825408,Pennywi23996872,"Los que votaron  por #BoricDesastreParaChile son tan #Miserables como él!
#LeyNainRetamal 
#GatilloFácil para #Delincuentes protegidos por el @GobiernodeChile  
Y la Maldita @ONU_derechos   
@NicolasMaduro Solto a todos sus delincuentes  y trajeron  el caos y descontrol a #Chile. https://t.co/okG61UpOlU",10,7,340.0
2023-04-02 00:17:07+00:00,1642320217882652672,Antifrases90,🟢🟢🟢 3 apuestas ganadas en 4ta división 🇲🇽. Mexiquense FC una joya que encontramos y anticipamos su goleada. #apuestasdeportivas #mexiquense #apuestas #Mexico #1xbet #coolbet #rojabet #betano #betsson #xperto #Chile https://t.co/PqZECRZIsE,8,1,331.0
2023-04-02 00:16:50+00:00,1642320147661594626,alb0black,"Protesta de sacerdotes en la Catedral de Santiago, agosto de 1968.
#Chile https://t.co/8ENPAzNXdS",54,5,4470.0
2023-04-02 00:13:37+00:00,1642319335388479492,T_Adicional,"🇧🇷🔥⚽️ 𝗕𝗥𝗔𝗦𝗜𝗟 𝗚𝗢𝗟𝗘Ó 𝗔 𝗖𝗛𝗜𝗟𝗘 𝗬 𝗘𝗦 𝗟Í𝗗𝗘𝗥 𝗗𝗘 𝗚𝗥𝗨𝗣𝗢

Con un doblete de Kauã Elias y un tanto de Da Mata, Brasil goleó por 3-0 a Chile. Con este triunfo la 'verdeamarela' lídera el grupo A con 4 puntos. 

#Brasil #Chile #CONMEBOL #SudamericanoSub17 https://t.co/kYfYaiztA6",0,0,57.0
2023-04-02 00:13:31+00:00,1642319310637920256,globalsportsecu,"#SudamericanoSub17

 #Brasil derrotó  3-0 a #Chile en el #Sudamericano Sub-17
 
 Kauā  Elias marco doblete y Da Mata hizo el tercer gol. 

 Con este resultado, el equipo carioca sumó 4 puntos, mientras que Chile aún no suma puntos.

#GlobalSports https://t.co/RPSnUeL6gj",0,0,59.0
2023-04-02 00:12:30+00:00,1642319054416363522,ChileAlertaApp,"#Sismografo de la region de #Tarapacá registrando #sismo en tiempo real.
Sentiste el sismo? Reportalo aqui: https://t.co/d95zv9S7Tj
#Iris #GFZ #temblor #earthquake #Chile @ChileAlertaApp https://t.co/FLeEHuziTx",5,0,1651.0
2023-04-02 00:10:16+00:00,1642318496305405952,ChileAlertaApp,"Aviso sismico
#Sismo detectado en la region de #Tarapacá.
[POST SUJETO A ERRORES]
#temblor #earthquake #Chile  
id:HCCMNN",4,0,1105.0
2023-04-02 00:09:13+00:00,1642318231460360193,rdiazj1,"@candrews_cl Sabes Carlos, toda ésta generación traidora mató el legado de éstos 2 tremendos Libertadores de #Chile. Es increíble cómo el trabajo de años, lo vendieron, para volver hoy con el #PC en La Moneda.

Y ellos dónde están? Cocinando!

@FundJaimeGuzman 

#AugustoPinochet #JaimeGuzmán https://t.co/S8m1MmZjSH",1,1,56.0
2023-04-02 00:09:00+00:00,1642318177148305412,epnotichile,Falso sacerdote habría oficiado misas en Chillán #chile https://t.co/DyKZHUuTff,0,0,9.0
2023-04-02 00:06:20+00:00,1642317504625143813,RobertSalvatie,"@cleporati @RNchile Wowww...
Así es #Chile
🤦🇨🇱🤷‍♂️!!!
#DerechaMiserableyCorrupta https://t.co/ARcj0pYPEU",0,0,2.0
2023-04-02 00:05:13+00:00,1642317221337747456,jubetharion,"Ya mi sensibilidad a los temblores se perdió, solo me doy cuenta cuando son de 5 ML para arriba, por eso deberían darme la nacionalidad? #Chile",0,0,26.0
2023-04-02 00:05:08+00:00,1642317202375471106,MulderkrisBox,"Mayo! Revancha entre Lara y Woody, vuelvo el Bronco hacer su hazaña. #MULDERKRISBOXING #loslimitesestanentucabeza #boxeo #mexico #cancun #Deportes #QuintanaRoo #yucatan #boxeo🥊 #chile🇨🇱 #cuba🇨🇺 #venezuela🇻🇪 #ecuador🇪🇨 #peru🇵🇪 #bolivia🇧🇴 #puertorico🇵🇷 #nicaragua🇳🇮 #argentina🇦🇷 https://t.co/r4iekN5VEv",0,0,119.0
2023-04-02 00:04:03+00:00,1642316929192058881,ASXonGrafa,"Hat-trick : $HCH  - 3-day price increase: 9.34%., published 04/02/2023 #Chile #Mining #ASX 
https://t.co/pFMtsSz6ef",0,0,39.0
2023-04-02 00:03:59+00:00,1642316911051431937,RobertSalvatie,"Solo en #Chile...
🤦🇨🇱🤷‍♂️
#DerechaMiserableyCorrupta",0,0,8.0
2023-04-02 00:03:21+00:00,1642316751634407427,RRHHchile,"Nuestro equipo de profesionales cuenta con mas de 15 años de experiencia

https://t.co/OpKHFm4XHI

#linkconsultora 
#pyme #emprededores #emprende #asesoria #servicios #pymechile #emprendedoras #emprendimiento #asesores #contabilidad #recursoshumanos #remuneraciones 
#Chile https://t.co/9d7oYyLVzk",0,0,1.0
2023-04-02 00:03:07+00:00,1642316696093442051,RobertSalvatie,"Solo en #Chile existe una ley para unos y una ley para otros.
#DerechaMiserableyCorrupta 
🤦🇨🇱🤷‍♂️!!!",0,0,6.0
2023-04-02 00:03:02+00:00,1642316672718471169,KarinaPastenR,"Gomitas de Biotina Veganas Sin Azúcar

Biotina, Vitamina A, Vitamina E y Vitamina B12 Componentes 100% naturales, sin azúcar añadida.

#viral #mujer #alopecia #cabello #tips #Tendencias #chile #chilena https://t.co/EamiHteDum",0,0,122.0
2023-04-02 00:01:58+00:00,1642316405814054918,Alexa292212,"Un pequeño viaje mientras me acompaña esta delicia... @rosalia

#CocaCola #larosalía #SantiagodeChile #Chile #recoleta  #viral #twitter #mi #photo #bebida #Rosalía #RauwAlejandro #LoveStory #1M https://t.co/dQLZw90mjH",1,0,233.0
2023-04-02 00:01:45+00:00,1642316350558175232,KarinStaab,Porque no pueden meterse en #Chile #FueraONU #FueraONUySuMalditaAgenda2030 #YoApoyoACarabineros @ChileYAAC @TERE_LAprofe73 @Girealaderecha,3,0,22.0
2023-04-02 00:01:39+00:00,1642316326025740288,AmsGruas,"¿No sacaste la revisión técnica? Te dejamos este tip para que encuentres la solución de este imprescindible tramite a realizar para circular por Chile

Para mayor información haz click en el link📲
https://t.co/LIxz3NRsUi

#gruasams #gruas #chile #revisiontecnica #automotriz https://t.co/sQ4zS9qXPx",0,0,4.0
2023-04-02 00:01:12+00:00,1642316213391859724,RobertSalvatie,"Solo en #Chile.
#DerechaMiserableyCorrupta 
🤦🇨🇱🤷‍♂️!!!",0,0,2.0
2023-04-02 00:01:05+00:00,1642316181406113796,ComunicadorEC,"GOLEADA ""AURIVERDE""
#Brasil 🇧🇷 consiguió su primer triunfo en el #SudamericanoSub17, al imponerse 3-0 a #Chile 🇨🇱, con nuevo doblete de Kauã Elias (30')(36') y gol de João Pedro do Nascimento (87'). https://t.co/zJzIJVp5vx",0,0,161.0
2023-04-02 00:00:04+00:00,1642315927588052993,feriatecno,"CABLE 3 RCA A 3 RCA 1,8 MTS., a solo $2890 #mercadolibre #chile #santiago #laflorida #oferta #venta  #despacho #felizSabado https://t.co/PCmO2AbcAM FB https://t.co/Op8Jg2XGDA #LaReina https://t.co/6I6BJbJWDf",0,0,30.0
2023-04-01 23:56:56+00:00,1642315137511047172,CONMEBOL,Da Mata dominou bem a bola e acertou um chute forte para fechar a vitória da @CBF_Futebol por 3-0 contra o #Chile pela CONMEBOL #Sub17. 💣 https://t.co/cobz4FYxqz,22,2,16467.0
2023-04-01 23:56:18+00:00,1642314978832048129,RRHHchile,"Un test psicológico es un instrumento que se encarga de evaluar y medir

https://t.co/cHDdjL4N5A

#linkconsultora 
#pyme #emprededores #emprende #asesoria #servicios #pymechile #emprendedoras 
#Chile https://t.co/WtoUWYgKiT",0,0,3.0
2023-04-01 23:53:09+00:00,1642314184732954628,CONMEBOL,"Kauã Elias aproveitou cruzamento e ampliou para a @CBF_Futebol contra o #Chile. 🚀

O atacante brasileiro soma agora 4️⃣ gols na CONMEBOL #Sub17. 💎 https://t.co/bqzGUDYGbU",19,1,14315.0
2023-04-01 23:52:48+00:00,1642314096790974465,sagua_munoz,"Son las 20.45 hrs (la hora fatídica para el #Norte #Iquique y #Arica),era 1º Abril del 2014, se producía un #Terremoto con Mag 8.2 Richter,y a continuación lo sucedía un 
#Tsunami 

#Chile #Santiago #Regiones #01A #A9Años",1,1,457.0
2023-04-01 23:52:43+00:00,1642314079128657923,Yoongi__cl,"#방탄소년단 #남준 #석진 #윤기 #호석 #지민 #태형 #정국 #BTS #BANGTAN  #HYBELABELS #BIGHIT #HYBE  #ARMY #CHILE #KPOP

Min Connie 🍊",0,0,85.0
2023-04-01 23:50:01+00:00,1642313399429402624,qbangela,Chile reports human H5N1 avian influenza case https://t.co/vvdfMhgXLp #H5N1 #Chile #ManInfected,1,0,159.0
2023-04-01 23:49:47+00:00,1642313337798115335,CONMEBOL,Dudu fez cruzamento na medida para Kauã Elias marcar o primeiro gol da @CBF_Futebol contra o #Chile na CONMEBOL #Sub17. 🎯 https://t.co/zC4CHbNb8T,45,0,24267.0
2023-04-01 23:48:34+00:00,1642313031521652745,ElDiario_web,"#AlbertoFernández viajará a #Chile para mejorar la relación bilateral 

https://t.co/Ns6dXebhWF",0,0,132.0
2023-04-01 23:47:46+00:00,1642312830215913472,El_Ciudadano,"Movimiento #LitioParaChile plantea que el Estado debe tomar el control del mineral

#Chile #Política #Litio

https://t.co/6zWentpl1q",102,46,4904.0
2023-04-01 23:46:16+00:00,1642312454599491585,MirageNewsCom,"Latin American Airline Returns to Victoria, Bringing More Jobs 
#Peru #Chile #Qatar #Mexico #AusPol
https://t.co/MC9VZ1mrlb",0,0,34.0
2023-04-01 23:45:11+00:00,1642312180484669442,clsismos,"[20:32] Sismo a 50 km al sur de Pica, magnitud: 3.0, profundidad: 103 km #sismos #temblor #chile",2,0,186.0
2023-04-01 23:44:46+00:00,1642312078693130242,manteola,Me gusto mucho este tango #tere_marinovic #LeyNainRetamal #LeyNainSinTransitorio #cunado #chile #chilenos #derecha #Senado #Diputados #merluzo #merluzomamarracho #hermogenespda #senado #camara #udipopular https://t.co/zGevj9p3Bf,0,0,13.0
2023-04-01 23:44:45+00:00,1642312071139213313,manteola,Este es el presi #tere_marinovic #LeyNainRetamal #LeyNainSinTransitorio #cunado #chile #chilenos #derecha #Senado #Diputados #merluzo #merluzomamarracho #hermogenespda #senado #camara #udipopular https://t.co/ywHdQ0r4jG,0,0,12.0
2023-04-01 23:42:25+00:00,1642311487501869056,chile_sismos,Sismo: Fecha: 20:32 01/04/23 Lugar: 50 km al S de Pica Profundidad: 103 km Magnitud: 3.0  🔗 https://t.co/gbrSz63K4J #chile #sismos https://t.co/tRFpInWw3J,2,0,358.0
2023-04-01 23:42:00+00:00,1642311382040231939,LMEDINANC,No se si se acabo la revolución como se cita el algunos medios. Pero se va ralentizando notablemente a punta de autogoles del @GobiernodeChile y los octubristas ; pero sobre todo del sentido común que va aflorando en #Chile . Seguridad y crecimiento debe ser el foco.,1,0,42.0
2023-04-01 23:40:57+00:00,1642311118306652160,EMSC,#Earthquake (#sismo) M3.0 strikes 127 km SE of #Iquique (#Chile) 8 min ago. More info: https://t.co/f6qnHU8fyI,3,0,1091.0
2023-04-01 23:39:18+00:00,1642310702856835072,Sim_moby,"일본 나고야에서의 8번째 개인전 종료 후,
바로 이어지는 9번째 개인전.

칠레 산티아고 갤러리.

#TapiialVirtualGallery

C H I L E
9th solo exhibition 

L I N K 👇
https://t.co/gvfgQPooKy

#Chile #Santiago #SoloExhibition #NFTartwork #NFTArts #opensea  #OpenSeaNFT #nftcollector #NFT https://t.co/FBE4vfrRe4",28,11,882.0
2023-04-01 23:38:42+00:00,1642310551261806592,equiposdemanabi,"¡BRASIL ARROLLÓ A CHILE!
#Brasil venció 3-0 a #Chile, por la segunda jornada del Grupo A del Sudamericano Sub-17 2023.
#SudamericanoSub17 https://t.co/AONEzzEiMc",0,0,51.0
2023-04-01 23:36:31+00:00,1642310001321472003,FriasAlejandro_,"#Chile #Chileno #Melipilla #IncendiosForestales
Se procede a dar Primera y Segunda Alarma de incendio Forestal serían 3 focos  sector Santa Filomena al interior..
Acuden las unidades BX-1, BF-2, BF-3 y Z-4 .
#Bollenar 
#SiempreAtentos https://t.co/rlv8iB4GAR",1,0,343.0
2023-04-01 23:33:55+00:00,1642309346481651714,mattkemp05,"La magia del sur de chile 
#chile #sur #Valdivia #sabado https://t.co/PPjaAvkvUk",4,0,132.0
2023-04-01 23:33:04+00:00,1642309134262452224,lacaprisports,"¡ PRIMEROS TRES PUNTOS PARA LA CANARINHA ! 

📌 Con nuevo doblete de Elias y uno de Joao Da Mata, #Brasil 🇧🇷 goleó 3-0 a #Chile 🇨🇱 por el grupo A del #SudamericanoSub17 . 

✅ Buen punto el de Ecuador ante Brasil en la fecha uno. 

📷 @CBF_Futebol https://t.co/gtoxprkeoe",0,0,18.0
2023-04-01 23:33:04+00:00,1642309133155041280,ElCamiLC,"🏆Sudamericano Sub17🇪🇨
🗓️Grupo A, Fecha 2.

🇧🇷𝘽𝙧𝙖𝙨𝙞𝙡
⚽30'⚽36' Kaua Elías Nogueira
⚽87' Joao Pedro da Mata
3️⃣-0️⃣
🇨🇱𝘾𝙝𝙞𝙡𝙚

🎙️#Brasil lidera el grupo con 4 puntos y #Chile es último tras esta goleada en su debut.

#CONMEBOLSub17 #SudamericanoSub17 #Conmebol https://t.co/yynp02uWq3",0,0,67.0
2023-04-01 23:32:08+00:00,1642308899163308032,ChileAlertaApp,"Información de Senapred
Se cancela Alerta Temprana Preventiva y declara Alerta Amarilla para la Región de Antofagasta por evento zoosanitario - Región...
https://t.co/rWtWCOPZ5Q

#SENAPRED #CHILE",5,1,1675.0
2023-04-01 23:31:42+00:00,1642308788672667649,berettasudaca,"@GobiernodeChile @SubseHacienda @BernerHeidi @Min_Hacienda La suegra de #Jackson , más #Nepotismo ? #Chile #SextoRetiro",1,1,73.0
2023-04-01 23:30:52+00:00,1642308580505157632,Lectdelbalon,"VICTORIA PARA LA VERDEAMARELA 🇧🇷

En Acción del Sudamericano sub 17 Brasil consigue la victoria 3-0 ante Chile 🇨🇱

Goleadores
Bra
Kaua Elías ⚽⚽
J. Da Mata ⚽

#conmebolsub17
#conmebol
#brasil
#chile
#lecturasdelbalon https://t.co/meNRpbMeg9",0,0,46.0
2023-04-01 23:30:47+00:00,1642308557033943040,Primicias,⚽ 🇧🇷 #Brasil le ganó 3-0 a 🇨🇱 #Chile en el #SudamericanoSub17. Con este resultado así queda la tabla de posiciones del Grupo A. https://t.co/CiL8UBbx3q https://t.co/2Ucy0rB6Ph,12,2,7523.0
