User,Content,Date
@Tazerface16,"Yes.

That's our point. 

The launch was doomed from the start because SpaceX and Elon fucked up the most basic thing: The launchpad.","Apr 21, 2023 · 6:03 PM UTC"
@MeaneyJim,"Elon is Elon … any company he is involved in will be chaos, unless contrained by govt or contract. Tesla and SpaceX are heavily constrained in that way. Twitter will be a shit show as long as he is involved.","Apr 21, 2023 · 6:01 PM UTC"
@ValueHao,"I’ve been defending SpaceX for a while. A lot of people that hate elon and see how bad tesla can be assume SpaceX sucks when it’s actually an industry leader. But honestly, this Starship launch looks insanely amateur hour.","Apr 21, 2023 · 5:57 PM UTC"
@Ceo_Victory,"NASA is not a private space company! Examples of Private Space Companies.... SpaceX own by Elon, Blue Origin own by Bezos, Virgin Galactic own by Richard Branson etc. Guess the must successful, you guessed wrong it's SpaceX. And Tesla, he never said he was the founder!","Apr 21, 2023 · 5:31 PM UTC"
@mubbywub,"SpaceX engineers would have been stuck at NASA and Boeing doing jack with piss poor management, bureaucratic inefficiencies and stale technology.

Yes, Elon has told SpaceX engineers how to do their work on many occasions.

You literally can’t stop making shit up, it’s sad.","Apr 21, 2023 · 5:26 PM UTC"
@JackProbiotic,"i just think you hate elon (fine, good he sucks) but it's making you apoplectic about spacex","Apr 21, 2023 · 5:25 PM UTC"
@bumbleby_sucks,"leading to nothing getting done, while elon musk will be running SpaceX for way longer and when he does leave he can just give his position to somebody who shares his vision (end)","Apr 21, 2023 · 5:23 PM UTC"
@kevin_perrottet,"Vous pouvez pas comprendre ! C'est un nouveau concept : la fusée est (sera) réutilisable, et spaceX a inventé le pas de tir à usage unique.

Elon est brillant !

🙃","Apr 21, 2023 · 5:20 PM UTC"
@TerranGuy,"I'm all for blowing up flight hardware, but the ground infrastructure is such a long lead / expensive asset, this was avoidable even with just computer modeling. I don't think I know of any external or SpaceX employee who said this was a good idea besides Elon.","Apr 21, 2023 · 4:49 PM UTC"
@d1s4b1l1ty,I'm tired of the #SpaceX  Twitter login screen PR bullshit. Is this twitter or a propaganda platform for Elon Musk ventures.,"Apr 21, 2023 · 4:10 PM UTC"
@WELSH_BOI_99,Like bro I don't even like Elon. Pick on his Twitter policies (which are supremely retarded) not the spaceX shit lmao,"Apr 21, 2023 · 4:02 PM UTC"
@FightGuyStudio,"Oh.. dear god, please don't make me defend elon musk.. 

For as shit as he is as a person and a leader.. 

But he's no where close to Elizabeth Holmes.. 

But I don't credit Musk with the successes of SpaceX or Teslas.. and I don't blame him for their failures either.","Apr 21, 2023 · 4:02 PM UTC"
@Enlightenedxaw1,What I thought that shit was high tech?? They haven't addressed these problems yet? Hmmm Elon got too busy with Twitter and spaceX 😕😭,"Apr 21, 2023 · 4:00 PM UTC"
@JScoreForever,"Pretty sure everyone with the slightest bit of common sense, aside from super genius Elon Musk of course, knew this wasn't going to work.

I suspect there are a lot of SpaceX engineers quietly saying ""Fucking told you so dipshit"" under their breath today.","Apr 21, 2023 · 3:58 PM UTC"
@phat_splat,I work in the aerospace industry and an aerospace engineer. I understand the systems that spacex works on and understand that Elon usually talks out his ass when talking about these topics.,"Apr 21, 2023 · 3:41 PM UTC"
@Erompleni,"Cause Elon owns SpaceX 

He is equating owning the company as the one of most genius moves, not the people building the rockets 😂😂","Apr 21, 2023 · 3:37 PM UTC"
@aertherks,"Such a silly Tweet. SpaceX has a $2 billion NASA contract for precisely this. Since the cost of each of these is around $200 million they are going to make about 5 of them at least. Instead of using every opportunity to suck off Elon, maybe laud the SpaceX engineers instead.","Apr 21, 2023 · 3:36 PM UTC"
@richarddorset,"Nearly got stuck in Elon's robotic seemingly computer generated  persona selling his crypto-spacex dream, but I escaped.","Apr 21, 2023 · 3:33 PM UTC"
@savage_6_5,"Dude, elon literally challenged people to prove how money would end child hunger and if they could hed write the check. Majority of child hunger in the US is shitty parents choosing drugs over food, another huge hunk is paying for gas and the inflation, thank biden for that!","Apr 21, 2023 · 3:30 PM UTC"
@Br3galad,I actually don't give a flying fuck about elon but there are thousands of people working on spacex,"Apr 21, 2023 · 3:14 PM UTC"
@palomadoss,"E o Elon Musk que misturou Camarote com a Pipoca no twitter, hein? Se ele comprar o #BBB ano que vem eu animo assistir! Já pensou? Trocar estaleca pela criptomoeda dele, toda hora passando anúncio da spacex e prova de resistência dentro de um Tesla kkkk 
Desejo.","Apr 21, 2023 · 3:12 PM UTC"
@BitchLasagne10,Thats a dumb title. Elon congratulates SpaceX for successful TEST! The first F14 crashed.,"Apr 21, 2023 · 2:46 PM UTC"
@viorel_musca,Să fii puternic Elon!,"Apr 21, 2023 · 2:23 PM UTC"
@salnog,"Não culpo o pessoal por ter raiva do Elon Musk. Ele está fazendo por merecer. Decidiu comprar o Twitter e mijar em cima. Fazer o quê? Mas SpaceX é SpaceX, Twitter é Twitter. (E muito antes do tiquinho azul a gente já via esses títulos de merda por aí... rs)","Apr 21, 2023 · 1:56 PM UTC"
@KragerTom,"My dude, you're on here so butt hurt about him you can't shut the fuck up. Who's more obsessed? Me, defending SpaceX and rocketry or you who is so obsessed with Elon you'll attack SpaceX and the innovation they're achieving for all of humanity's benefit?","Apr 21, 2023 · 1:50 PM UTC"
@Darknstormy614,"you think Elon cares? Lol

SpaceX doesn't give a shit. Maybe FAA will actually regulate now.","Apr 21, 2023 · 1:28 PM UTC"
@Ryytikki,"i mean, spaceX's other rocket (fuck elon he's just a face/ideas guy) is literally the most reliable rocket in the world, and I can imagine that starship (which is the most powerful and advanced rocket ever made) will get there too

This was their first attempt, give em a chance","Apr 21, 2023 · 1:17 PM UTC"
@Chezakalwe,"OK. 
1: The rocket launch was a success. It's how they learn.
2: Elon Musk had absolutely fuck-all to do with the rocket launch - SpaceX is run by adults who are probably delighted he spends all his time on Twitter.","Apr 21, 2023 · 1:17 PM UTC"
@AyoItsMattyIce,"For the record, Elon sucks and I'm applauding all of the SpaceX engineers and ground staff, and those of the other entities involved. Flying giant rockets has to be a dream come true for a lot of those folks.","Apr 21, 2023 · 1:09 PM UTC"
@OneofOn02702821,"I agree with your statement, however, it’s fantasy. But uniquely in this case, Elon isn’t your average billionaire. SpaceX is an extraordinary company full of extraordinary people. I can’t see why you’d hate on that?","Apr 21, 2023 · 1:04 PM UTC"
@NoSleepForTony,It's amusing watching those that plainly have an axe to grind with Elon Musk trying to comment on SpaceX/yesterdays Starship OFT launch and showing themselves up as bitter fuckers that understand nothing about rocket design/testing. 🤣,"Apr 21, 2023 · 1:03 PM UTC"
@_Chauxz,"You really think engineers at SpaceX thought they would nail this launch in one go? We would be living on Mars if that were the case.

Hate Elon all you want but don't talk shit about this accomplishment for the sake of the engineers spending their time on this.","Apr 21, 2023 · 12:44 PM UTC"
@BigBosbsFan1,At one point the spacex engineers are gonna get tired of this bullshit and purposefully explode the first rocket elon gets in,"Apr 21, 2023 · 12:41 PM UTC"
@Walt76282002,"It's a great time to be alive.. Yesterday was ground breaking for @SpaceX and @Elon Musk. I couldn't stop smiling seeing that massive rocket lift off, and was one of those moments where you feel like screaming out loud ""Let's Fucking Go"".. lol Great job!","Apr 21, 2023 · 12:37 PM UTC"
@Paraelix,"God, all these fuckwits crediting every piece of tech invented by Tesla and SpaceX *directly* to Elon as if he isn't a total moron who just finances shit and needs to be handled to prevent him fucking things up by inserting himself and implementing his batshit ideas.","Apr 21, 2023 · 12:36 PM UTC"
@steyrshrek,"Yes it’s funny how the right has to be all in on everything. Elon is an ass, SpaceX is pretty cool, that launch test yesterday was pretty amazing and a big step forward.  I can hope he fails at Twitter and hope he succeeds at SpaceX.  All those things can be true at the same time","Apr 21, 2023 · 12:27 PM UTC"
@helloitstanya98,69 days after 4/20 would be epic but I don’t Elon and SpaceX to rush,"Apr 21, 2023 · 11:58 AM UTC"
@Anabayoca,"Idioteces, la cantidad de fallos de SpaceX son porque Elon es un puto inútil. Todo el dinero que se lleva SpaceX se lo tienen que dar a la NASA","Apr 21, 2023 · 11:52 AM UTC"
@BitchLasagne10,IKR! Look at his multi launch falcon 9. How long did it take to perfect that! Biased journalists. I don't like Elon as much as the other guys but spacex is not just elon.,"Apr 21, 2023 · 11:50 AM UTC"
@NeilEvansRocks,"I’m not sure that’s true the N1 was plagued by politicking. Despite the press that Elon all over spacex - from the people I know that doesn’t seem to be the case. They’re applying pretty standard valley dev techniques and applying them )
(Spectacularly) to an engineering problem.","Apr 21, 2023 · 11:41 AM UTC"
@coral_blade,I usually discourage crediting elon for everything spacex does since he doesn't actually know jack shit about rockets and it's his engineers doing the work but since this starship thing exploded you can now pass the credit to him,"Apr 21, 2023 · 11:34 AM UTC"
@Thirstytrav,"Elon, thank you for rekindling the belief that anything is possible. In this crazy ass world you give us hope!","Apr 21, 2023 · 11:26 AM UTC"
@free_eris,"""A SpaceX rocket"" = the largest and most powerful rocket ever flown. Failure was expected.
I've noticed that people hating on Elon for no good reason are usually jealous and small, tiny little insecure leftists who just can't stand someone being successful. Like Jake Broke here","Apr 21, 2023 · 11:21 AM UTC"
@SRuberdo,"Who’s y’all? I’m merely answering a question you asked. He desired to purchase it, offered a very high price, both sides agreed, Twitter did some funny shit, eLon said wait a minute, judge disagreed, eLon had to buy it. He bought it for the business and to stop censorship.","Apr 21, 2023 · 11:20 AM UTC"
@radixwp,"Stephen Hawking, Neil deGrasse Tyson, Carl Sagan & Kip Thorne (para ahli terbaik astrofisika), serta Elon Musk (pemilik Tesla & SpaceX) kesemuanya agnostik yg ga percaya tuhan tuh.

Kurang apa keilmuan mereka? Kmu ga ada apa2nya.","Apr 21, 2023 · 11:17 AM UTC"
@MechaniVal,SpaceX are usually quite good - probably because Elon stays away from it and someone actually competent runs it... Honestly kinda surprised they fucked that one up so hard lmao. They can land rockets on barges in the middle of the ocean but didn't build a simple flame diverter...,"Apr 21, 2023 · 11:12 AM UTC"
@KeeperElora,"People making fun of Elon for his rocket exploding is so dumb. Like we all get he is a piece of shit but this just makes you look retarded. You are making the success of spacex more linked to him by doing this, you realise how dumb this is???","Apr 21, 2023 · 10:55 AM UTC"
@andrepcg,"Novamente, estou me a cagar para o Elon relativamente à SpaceX. Eu quero que a SpaceX continue o seu progresso incrível porque, finalmente, o espaço está muito mais acessível e os desenvolvimentos tecnológicos serão exponenciais com isto","Apr 21, 2023 · 10:53 AM UTC"
@Formula_Box,"Dude, the launch pad wasn’t up to snuff and concrete and debris impacted the rocket causing failures. The environmental damage and pure idiocy of the launch pad design and damage to its own rocket is laughable. We know you love SpaceX and Elon but come on. It’s ok to be critical","Apr 21, 2023 · 10:37 AM UTC"
@PeopleAverage,"I don’t think Elon should own Twitter 

I think SpaceX is an important company in human history however.

Mars - no mars - whatever - space is fucking cool and we need to be in it","Apr 21, 2023 · 10:31 AM UTC"
@NoventeroOMas,"Pero si tengo los privados a abiertos para todo el mundo 😭😭😭

A Elon le ha estallado el SpaceX y le va a estallar Twitter","Apr 21, 2023 · 10:18 AM UTC"
@FemboyF1Alt,"And spacex engineers decided that it would be better for starship to be made of steel.

Like, you do realise it wasn't just Elon saying he wants a shiny steel ship? Elon has basically no input on the actual specifications. If steel sucked they could just paint it shiny.","Apr 21, 2023 · 10:02 AM UTC"
@YogSothoth0101,"I think Elon is nutty on a bunch of topics, but this is how technologies are developed, through trial and error. And among all the things he does, spaceX is indisputably valuable and important.","Apr 21, 2023 · 9:54 AM UTC"
@cosmicallylarg1,"Plz stop being Dicks and crapping on SpaceX because you are mad at Elon.

They did something amazing and being belligerently ignorant ""because Elon"" is an incredibly MAGA look. (As in MAGaa rarely knows what it's talking about.) They aren't lying. Really.","Apr 21, 2023 · 9:52 AM UTC"
@StrogGrongjaw,"Yeah, elon owns spacex
But nasa is a fucking govt agency like bro
And it's not like he actually does anything there anyway, how many rockets blew up before we got to the fucking moon you geniuses","Apr 21, 2023 · 9:47 AM UTC"
@MCE072166,"Seriously?!🤣
  I wasn't born with emeralds in my pockets. Not everybody was born with the opportunities Elon was born with. Some of us were born kicking and screaming and spent their whole lives in that state. I worked my ass off for what little I do have.","Apr 21, 2023 · 9:27 AM UTC"
@Evenglare,"Funny. People saying ""well this is what happens when you test a rocket!"" Sure... OK, so lets say this is the norm, true or not. How fucking stupid does Elon have to be to have SpaceX live stream it? Does he not understand how bad this looks to the general public?","Apr 21, 2023 · 9:04 AM UTC"
@theOrigamiArmy,Saaaaaaame. For a few years I really had a fanboy on for Elon because of SpaceX and Tesla. Then it became clearer and clearer that he was just the absolute fucking worst.,"Apr 21, 2023 · 8:56 AM UTC"
@BarpyPlatwurst,"Yeah they built it to fail. Really!  No. It's a fuck up. Heads will roll.
Elon only ever claims the victories never the loses, truth is he's not capable of developing this program of work. He's just a figured head, a toxic figure head.","Apr 21, 2023 · 8:06 AM UTC"
@paulthe_paul,"If everyone on the planet drove a Tesla, it would not off-set the pollution of successful Spacex launches . 
How many tons of shit did this epic failure put in the atmosphere?
Let's book hypocrite Elon Muskelunge on the next launch.","Apr 21, 2023 · 8:00 AM UTC"
@DerYannich,"Nur weil Elon Musk erzählt ""jaja das muss explodieren"" ist das halt einfach nicht der Fall. Es ist Bullshit das eine Rakete beim Erststart erstmal explodiert und das normal ist und der Erststart dann trotzdem ein Erfolg. 
#SpaceX #Starship","Apr 21, 2023 · 7:56 AM UTC"
@Archie1064,"Elon è sempre sul pezzi.
#SpaceX
#StarshipLaunch
#ElonMusk
#CazzatArchie","Apr 21, 2023 · 7:53 AM UTC"
@BokRadio,"Elon Musk sê nog ‘n probeerslag is in die vooruitsig, nadat SpaceX se nuwe vuurpyl, Starship, gister ontplof het.","Apr 21, 2023 · 7:52 AM UTC"
@AdmAkenBosch,"Yes, becouse Elon Musk didn't build the rocket for himself, but a team of hundreds of SpaceX workers built it to further humanity, as in all of us. Thanks to their work, the while fucking species will one day be able to become multiplanetary while you laugh at their efforts.","Apr 21, 2023 · 7:51 AM UTC"
@hashfors,"On small lift for Elon, spaceX and that sentient heap of computer code.. an insane leap for science and mankind.. This was a defining moment in human history.. insane amount of love to you all 🫶🫶🫶","Apr 21, 2023 · 6:42 AM UTC"
@waltonwailer,"Ohh bum,shit,tit,fart bloody elon musk and hus £8 a month tick 🤬 were not paying for his spacex toys ...and we no its you Alison theres only one Alf 😃😃xx","Apr 21, 2023 · 5:55 AM UTC"
@ANOMALOUS_IDIOT,"As much as I fucking despise elon musk, the phrase “rapid unscheduled disassembly” isn’t a phrase that spacex created to lighten the fact that his rockets suck shit that’s been the term NASA has used for ages","Apr 21, 2023 · 5:54 AM UTC"
@slemsevere,"It happens, sucks to see it. We want to see it succeed. Elon sucks as a human but SpaceX is important to civilization","Apr 21, 2023 · 5:36 AM UTC"
@PaulLeeDicks,"What do Elon Musk's SpaceX Starship, and Ashli Babbitt have in comon?

They both went down on the first shot.","Apr 21, 2023 · 5:26 AM UTC"
@niklasflier,"Nein! Man hat sich nicht mehr versprochen! Bitte erst informieren, bevor man etwas behauptet!
1. Elon musk sagte „low expectations“
2. der eigentliche Test war, die Rakete zu starten! Alles danach ist Bonus Material!
Nichts weiter!","Apr 21, 2023 · 5:15 AM UTC"
@ScottBr15065739,"I would like to start this rant off by saying fuck Elon Musk,fuck SpaceX,fuck blue check marks,fuck Tesla,fuck rockets,fuck MAGAts,fuck corn on the cob,but most importantly FUCK ELON MUSK!!!that is all.","Apr 21, 2023 · 4:32 AM UTC"
@bugputer,"the only relation Elon has with SpaceX is that he owns and funds it, he has made zero contribution to the actual rocket science","Apr 21, 2023 · 4:31 AM UTC"
@ChristineForCSB,CONGRATULATIONS Elon & company! What’s up next for SpaceX? My daughter is graduating from #PennState #aerospaceengineer next month & my son is a #PhD candidate #computerscienceengineer #PennState if you could use 2 more on your team…,"Apr 21, 2023 · 3:44 AM UTC"
@Phaaronite,Elon can suck and SpaceX can be doing good work. Both can be true at the same time y’all. Rockets is hard.,"Apr 21, 2023 · 3:43 AM UTC"
@kalimaashaktide,"Reminder that @SpaceX blew up today. Everything that Elon touches turns to shit.

Ref: Hyperloop, Boring company, Twitter... to nane a few","Apr 21, 2023 · 3:42 AM UTC"
@Jeh_Daruvala,I don’t know what you’re talking about Ross.  What Elon has done with SpaceX and Telsa even to date has waay more evolutionary impact on the human techno economic curve than Jobs entire career.  Great u r a savvy investor and weed fan etc maybe give it a rest and let the computer industry people run the computer businesses.,"Apr 21, 2023 · 3:39 AM UTC"
@collar_dirty,"And why not? It’s on sale! Promo code SpaceX. 

Full disclosure, I’m not trolling and what we saw today is the science that drives engineering.  However TSLA has always been the standard for the market to measure Elon Musk. That’s why it has been high and why it has been low.","Apr 21, 2023 · 3:34 AM UTC"
@ironpatriot2024,"Before we all keep piling on Elon Musk for being such an asshole (because he is), instead give some props to #SpaceX today--what they accomplished over the last  few years to actually get that beast to launch from the pad–-THEY LAUNCHED THE LARGEST ROCKET IN HUMAN HISTORY.","Apr 21, 2023 · 3:07 AM UTC"
@ToRi1436_em,"You’re really not. Whether or not humanity ever “sees the light of day” is actually and unfortunately directly dependent on Elon’s immediate ability to grow a spine and publicly condemn the pedophiles, AND reveal the well documented evidence of the pedophiles AND the aliens.😄","Apr 21, 2023 · 2:45 AM UTC"
@equilatera7,"I get a lot of people hate Elon. I don't care for him much either. The rest of the people working at SpaceX are trying really hard to build the next generation of space exploration, something I personally love.

So if you're here to shit on that just for him, fuck off.","Apr 21, 2023 · 2:37 AM UTC"
@BrandiLynn4Ever,"The fact that Elon Musk hates PBS and is taking it out on Elmo, shows you what a petty ass dude he is. I am begging the government to pull his corporate welfare. It's time to let Tesla 
& SpaceX etc tank. I want to see NASA back in control of everything. 

Enough w/ Elon fails.","Apr 21, 2023 · 2:22 AM UTC"
@SpaceNewsDaily,It’s almost like you mad that Elon does important stuff with his life and with his companies while you don’t do shit and sit on your ass and complain 🤯,"Apr 21, 2023 · 2:21 AM UTC"
@JohnnyG0626,"So nice that Elon’s girlfriend feels the need to come to his defense on the very platform he owns. 
🤣🙄🤡

Add Elon ass kisser to Benny’s resume.","Apr 21, 2023 · 2:15 AM UTC"
@Ani_ki__,"Also note that I specifically called it Elon's rocket, not SpaceX's. Because we all know SpaceX would be capable of amazing things if Elon hadn't gotten his grubby fucking mitts all over it.","Apr 21, 2023 · 2:10 AM UTC"
@Z064everM,"Elon got rich off of government money and is still raking it in. SpaceX is his new sponge to get tax dollars from us.His genius is how to suck money from all governments, and then take credit for the work of his hired hands. Our taxes made him a billionaire.","Apr 21, 2023 · 1:48 AM UTC"
@xhorokx,"SpaceX is a private company and not listed on the stock exchange. Elon lives rent free in your head so bad you have to make shit up to feel better about yourself. Just move on bro, you'll be happier.","Apr 21, 2023 · 1:43 AM UTC"
@KellyEarwood,"After the SpaceX disaster, maybe Elon will do it himself!","Apr 21, 2023 · 1:40 AM UTC"
@henningsanden,"I think it's important to remember that two things can be true at the same time: Elon can be a real shithead, while SpaceX still being incredibly exiting.","Apr 21, 2023 · 1:34 AM UTC"
@HThy00284319,"Starship - tên lửa được hãng SpaceX mô tả là mạnh nhất và lớn nhất thế giới, hôm 20/4 đã nổ tung giữa không trung sau khi rời bệ phóng khoảng 4 phút, trong lần phóng thử nghiệm đầu tiên. Tỷ phú Elon Musk đã lên tiếng về sự việc này.","Apr 21, 2023 · 1:31 AM UTC"
@RobertB82156452,"Must suck living under a rock, SpaceX and Elon Musk has done what NASA hasn't been able to do since March 2002, fact Skippy","Apr 21, 2023 · 1:24 AM UTC"
@KimesTommy,It’s actually an Elon/SpaceX term. Elon is a very unique individual. He has the ability to watch his own multi millions explode into oblivion and respond with “Success comes with what we have learned.”,"Apr 21, 2023 · 1:14 AM UTC"
@FerransRichard,"I can’t stand Elon Musk for ALL related to Twitter, but kudos to  SpaceX as a company because they understand  failure is part of the process, and keep trying until they succeed. By lacking fear of  failure, their innovation is fueled- a unique cultural mindset in tech.
Respect.","Apr 21, 2023 · 1:14 AM UTC"
@RazzberryYams,"Well, before Elon went on his unhinged arc, SpaceX did have stuff blow up and nobody made anything of it because SpaceX was cool.

So this is just an indirect way of saying Elon Musk sucks","Apr 21, 2023 · 1:13 AM UTC"
@idk_600z,No way people are shitting on Elon for the rocket being blown up. It successfully launched and its the biggest rocket created in history. Getting the thing off the ground is already an achievement. Mistakes happen and SpaceX will definitely improve on them.,"Apr 21, 2023 · 1:13 AM UTC"
@ChrisSpace4,"Reminder to all those out there; spacex has saved the US gov billions. Like BILLIONS. Don’t root for the military industrial complex, it’s not a good look. History. Fuck Elon because him being a cunt is turning good people against a good thing. Two things can be true.","Apr 21, 2023 · 1:08 AM UTC"
@alfie_cross,You are disgusting. It was a fucking EXPLOSION. Quit sucking up to Elon.,"Apr 21, 2023 · 1:02 AM UTC"
@TruxionAlfa,"Mmm i wonder, where did Elon finish. Your mouth, face, man tits, belly or ass? Because you polished his knob so well, he by damn sure had to have busted a load.","Apr 21, 2023 · 1:01 AM UTC"
@Pimpmobile9,love you Nina but please please dont pocket watch science and space exploration like this. fuck Elon but NASA and SpaceX are vital and should get even more funding imo. they get a miniscule portion of the budget as it is. this is how science works. test and fail and test again,"Apr 21, 2023 · 12:56 AM UTC"
@bugputer,"and dont even get me STARTED on the impact starlink has made. i don't like elon, but the government seems to fucken hate NASA. SpaceX has made strides because it's ran by one of richest guys in the world, and i hope everyone else picks up the work","Apr 21, 2023 · 12:54 AM UTC"
@BlackgalIagher,"I could care less about Elon. For some reason the left hates him and some on the right think he is a conservative when he tends to be more of a classical liberal. 

I am pretty sure he has been advocating for regulating AI for several years.","Apr 21, 2023 · 12:52 AM UTC"
@PsycheLizard,Elon is a pedophile and Vladimir Putin has dirt on him which is why he is censoring Ukrainian facts.,"Apr 21, 2023 · 12:47 AM UTC"
@wiley_coyote22,Elon is like a adult toddler.  He's just here to fuck around and doesn't really get anything done that would help others.,"Apr 21, 2023 · 12:45 AM UTC"
@rwillson1969,"I actually have more gripes about Elon bitching about other companies, nonprofits or otherwise receiving government subsidies when he himself is subsidized out the Ass; Tesla and SpaceX receive tons of money and not a peep about himself..

Also help feed people greedy freak!!","Apr 21, 2023 · 12:40 AM UTC"
@Razzyredpanda,"Mano, n é possivel q o Elon Mosca sabe fzr a porra de um foguete pra ir pro espaço, mas n sabe o basico de n fuder com a plataforma recém comprada dele, pqp, nem acredito q ja fui fã dele por causa da SpaceX, vê se n faz as coisas com o cu Elon, para de coçar o saco e n fode krl","Apr 21, 2023 · 12:28 AM UTC"
@jpalmerdubs,"Many things can be true at once:

Elon Musk is a shitty business leader destroying his current vanity project. 

SpaceX is way bigger than him, and is mostly the engineers actually doing the rocket science.","Apr 21, 2023 · 12:27 AM UTC"
@simondotblack,"There are 50,000 of them at any given time in the ocean. You can dump oil, diesel wood and coal all at once into these engines and they will work no problem. Elon could've made a shitton of money AND a huge impact if he was the guy who solved this problem","Apr 21, 2023 · 12:16 AM UTC"
@PostModernHippy,"I get the impulse to mock today's #SpaceX launch, but to be fair, three minutes and fifty-eight seconds is one hundred and twenty times longer than I thought an Elon Musk penis metaphor could last.","Apr 21, 2023 · 12:14 AM UTC"
@BumboJumbo666,"I really don't get the hate boner for SpaceX. Yeah, fuck Elon, but it's not like he's the one designing and building the rockets. He just owns the company that employs the people doing the actual work. An experimental prototype exploding during its 1st test is entirely expected.","Apr 21, 2023 · 12:13 AM UTC"
@StochasticOoze,"Everyone's having a good laugh at SpaceX's ""Rapid Unscheduled Disassembly"" but I honestly kinda envy the ability to come up with dumb euphemisms like that on the fly

That social media guy deserves a raise

...I hope it doesn't turn out that Elon runs that account","Apr 21, 2023 · 12:11 AM UTC"
@PhilosoShy,"Ya, frankly we feel like SpaceX is probably one of the better Elon Companies...
AT THE VERY LEAST it is raising competitive spirit for a new space race and frankly we're super down with another space race!
Let's get the fuck out there, man!","Apr 21, 2023 · 12:04 AM UTC"
@atomic_ryno,"Ooh, you just lost me there. Elon may be a wackadoo but that has absolutely nothing to do with the excellent advancements spacex is doing. 

You realize that you just stated you hope thousands of hard working people lose their jobs. Pull your head out of your ass there Nancy Drew","Apr 21, 2023 · 12:02 AM UTC"
@jamin0,Who is Kirtaner?  I’m talking about that gross dude with his tongue up Elon’s ass.,"Apr 20, 2023 · 11:53 PM UTC"
@GuybrushXPirate,"Elon Musk pushing space exploration.

You shitposting about it

There will alway be levels.","Apr 20, 2023 · 11:37 PM UTC"
@KurtzOrin,"Poor Elon, maybe some of the SpaceX government donations will make their way to Twitter.","Apr 20, 2023 · 11:30 PM UTC"
@VaiLeiaNovo,"Amo Astronomia e Aeronáutica... Então mesmo que o Elon Musk seja um doido de merda, não dá pra não ficar empolgada com o trabalho da SpaceX.

Só quem acompanha essas coisas sabe o que foi essa lançamento do Starship + Super Heavy.","Apr 20, 2023 · 11:30 PM UTC"
@SufiMindtricks,"To be fair they blew it up after it failed to separate on the flip event, it's built in. I fucking hate Elon, but the scientists behind spaceX are legit. Elon just thinks he's one of them (he isn't).","Apr 20, 2023 · 11:26 PM UTC"
@HekknIsAnIdiot,"check likes, RTs, and comments for a free blocklist

*ahem*

$NFT $Eth etherium dogecoin spacex elon musk Tesla metamask instagram account bitcoin hacked buy on shirt verify blockchain web3 #AIArt chatgpt free sex chocolates

I literally can't think of any more bot keywords","Apr 20, 2023 · 11:25 PM UTC"
@VERBAL_CHANCLA,"The ones calling SpaceX a bunch of losers just because they hate Elon, are really pissing me off.","Apr 20, 2023 · 11:14 PM UTC"
@spiralmediaht,"[2/2]...rassembler des données pour les prochains prototypes.  #Starship est développée par SpaceX, entreprise du milliardaire visionnaire Elon #Musk. Ce projet constitue une pièce maitresse de l'ambition de la compagnie de coloniser la planète #Mars dans les années à venir. 
#SM","Apr 20, 2023 · 11:12 PM UTC"
@ItsDeanBlundell,"So Elon's SpaceX Starship was NOW a failure? I saw the fucker explode. That was my indication that it was a failure. Then Elon said it wasn't. Now his flight commander says it was, and they have no idea why it exploded. $228 Billion company. Wild.","Apr 20, 2023 · 11:08 PM UTC"
@ohKcyln,"listen
i am an avid transgender space flight enthusiest.
my takes are hot.

i fucking HATE elon but the flight was a success.
it cleared the pad, literally the only thing they really wanted it to do, everything else from there would just be sheer luck.

the spacex workers (1/2)","Apr 20, 2023 · 11:04 PM UTC"
@VioletKosmos,I honestly hate it whenever any SpaceX launch happens cause everyone who doesn’t understand how rockets or space travel work appear to get cheap digs at Elon Musk for shit he has NO involvement in,"Apr 20, 2023 · 11:04 PM UTC"
@sinned_mc,"I just hate when stuff like this, which is OBJECTIVELY COOL, gets shit on just because it's associated with Elon Musk. SpaceX is fucking awesome man. (2/2)","Apr 20, 2023 · 11:02 PM UTC"
@BittermanAndy,"That's fair.

But then, ""a lot of people suspected"" that attempting to land rockets was a pointless waste of time in the first place. I think SpaceX (and Elon specifically) don't pay much attention to outside voices... and usually, they're right in that respect.

(Not always).","Apr 20, 2023 · 10:54 PM UTC"
@GarifalosSam,"For the record, I absolutely despise Elon Musk. Fucking over SpaceX isn't the answer though. They provide an incredibly valuable service to the government at a substantially lower price than the industry standard.","Apr 20, 2023 · 10:51 PM UTC"
@Truthhurts69693,"I love how you posted this to try and shit on Elon and spacex yet he’s made more progress on space flight in the last decade than nasa did in the past 30 years…. Goes to show, private is always more efficient than government. But hey he fails once, you know trial and error, and bc you disagree with him he needs to be removed from space flight lol. He single handedly saved the US space program….","Apr 20, 2023 · 10:49 PM UTC"
@theheavenspave2,"Ok. Elon is a giant dick, he should never have bought Twitter and sure as hell should stay off it. But don’t knock SpaceX. That shit is more important to humanity than pronouns and rainbows. He’s putting his own money into it mostly. It’s literally our backup to existing.","Apr 20, 2023 · 10:48 PM UTC"
@WayBack69420,"You miss the point. Who else is doing what he’s doing right now? Nobody. Yeah we went to the moon in 69 and nobody else is even trying to go farther than that, except Elon.","Apr 20, 2023 · 10:42 PM UTC"
